Date,Away Team,Home Team,Away Final,Home Final,Away Record After,Home Record After,Away Rank Prior,Home Rank Prior
"Week 1, 2019",notre dame,louisville,18.0,-18.0,(1-0),(0-1),9,Unranked
"Week 1, 2019",houston,oklahoma,-18.0,18.0,(0-1),(1-0),Unranked,4
"Week 1, 2019",ole miss,memphis,-5.0,5.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,fcs_team,10.0,-10.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",south alabama,nebraska,-14.0,14.0,(0-1),(1-0),Unranked,24
"Week 1, 2019",indiana,ball state,10.0,-10.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",boise state,florida state,5.0,-5.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,iowa state,0.0,0.0,(0-1),(1-0),Unranked,21
"Week 1, 2019",fcs_team,kansas,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",toledo,kentucky,-14.0,14.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,maryland,-79.0,79.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",east carolina,nc state,-28.0,28.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",akron,illinois,-39.0,39.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fau,fcs_team,-24.0,24.0,(0-1),(1-0),Unranked,5
"Week 1, 2019",fcs_team,west virginia,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,ohio,-21.0,21.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,washington,-33.0,33.0,(0-1),(1-0),Unranked,13
"Week 1, 2019",fcs_team,temple,-44.0,44.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",georgia state,tennessee,8.0,-8.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,fcs_team,-35.0,35.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",duke,alabama,-39.0,39.0,(0-1),(1-0),Unranked,2
"Week 1, 2019",idaho,penn state,-72.0,72.0,(0-1),(1-0),Unranked,15
"Week 1, 2019",fcs_team,air force,-41.0,41.0,(0-2),(1-0),Unranked,Unranked
"Week 1, 2019",south carolina,north carolina,-4.0,4.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",eastern michigan,fcs_team,7.0,-7.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,navy,-38.0,38.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",northwestern,stanford,-10.0,10.0,(0-1),(1-0),Unranked,25
"Week 1, 2019",fcs_team,texas tech,-35.0,35.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,arkansas,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",virginia tech,boston college,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,fcs_team,-8.0,8.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,utsa,-28.0,28.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",syracuse,fcs_team,24.0,-24.0,(1-0),(0-1),22,Unranked
"Week 1, 2019",fcs_team,troy,-29.0,29.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,california,-14.0,14.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,marshall,-39.0,39.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,fcs_team,-14.0,14.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,southern miss,-28.0,28.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,kansas state,-35.0,35.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,baylor,-39.0,39.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,western michigan,-35.0,35.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",smu,arkansas state,7.0,-7.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,old dominion,-3.0,3.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",georgia,vanderbilt,24.0,-24.0,(1-0),(0-1),3,Unranked
"Week 1, 2019",oregon,auburn,-6.0,6.0,(0-1),(1-0),11,16
"Week 1, 2019",fcs_team,north texas,-20.0,20.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",missouri,wyoming,-6.0,6.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,iowa,-24.0,24.0,(0-1),(1-0),Unranked,20
"Week 1, 2019",fcs_team,michigan,-19.0,19.0,(0-1),(1-0),Unranked,7
"Week 1, 2019",virginia,pittsburgh,16.0,-16.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",georgia southern,lsu,-52.0,52.0,(0-1),(1-0),Unranked,6
"Week 1, 2019",fcs_team,fcs_team,-22.0,22.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,utep,-2.0,2.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,tcu,-32.0,32.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",louisiana tech,texas,-31.0,31.0,(0-1),(1-0),Unranked,10
"Week 1, 2019",fcs_team,san diego state,-6.0,6.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,unlv,-33.0,33.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",new mexico state,washington state,-51.0,51.0,(0-1),(1-0),Unranked,23
"Week 1, 2019",fresno state,usc,-8.0,8.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",rice,army,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",wisconsin,south florida,49.0,-49.0,(1-0),(0-1),19,Unranked
"Week 1, 2019",tulsa,michigan state,-21.0,21.0,(0-1),(1-0),Unranked,18
"Week 1, 2019",massachusetts,rutgers,-27.0,27.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",utah state,wake forest,-3.0,3.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",purdue,nevada,-3.0,3.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",colorado state,colorado,-21.0,21.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",oklahoma state,oregon state,16.0,-16.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,connecticut,-3.0,3.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,bowling green,-43.0,43.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",ucla,cincinnati,-10.0,10.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,central michigan,-17.0,17.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,buffalo,-28.0,28.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,western kentucky,7.0,-7.0,(1-0),(0-1),Unranked,Unranked
"Week 1, 2019",fcs_team,charlotte,-21.0,21.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,ucf,-62.0,62.0,(0-1),(1-0),Unranked,17
"Week 1, 2019",fcs_team,fcs_team,-5.0,5.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",georgia tech,clemson,-38.0,38.0,(0-1),(1-0),Unranked,1
"Week 1, 2019",fiu,tulane,-28.0,28.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",texas state,texas a&m,-34.0,34.0,(0-1),(1-0),Unranked,12
"Week 1, 2019",fcs_team,fcs_team,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",fcs_team,san jose state,-17.0,17.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",kent state,arizona state,-23.0,23.0,(0-1),(1-0),Unranked,Unranked
"Week 1, 2019",utah,brigham young,18.0,-18.0,(1-0),(0-1),14,Unranked
"Week 1, 2019",fcs_team,florida,-4.0,4.0,(0-1),(1-0),Unranked,8
"Week 1, 2019",arizona,hawaii,-7.0,7.0,(0-1),(1-0),Unranked,Unranked
"Week 2, 2019",oregon state,hawaii,-3.0,3.0,(0-2),(2-0),Unranked,Unranked
"Week 2, 2019",ohio,pittsburgh,-10.0,10.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",old dominion,virginia tech,-14.0,14.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",rutgers,iowa,-30.0,30.0,(1-1),(2-0),Unranked,20
"Week 2, 2019",fcs_team,memphis,-31.0,31.0,(0-2),(2-0),Unranked,Unranked
"Week 2, 2019",west virginia,missouri,-31.0,31.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",bowling green,kansas state,-52.0,52.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,south carolina,-62.0,62.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,kent state,-3.0,3.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,akron,11.0,-11.0,(2-0),(0-2),Unranked,Unranked
"Week 2, 2019",vanderbilt,purdue,-18.0,18.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",syracuse,maryland,-43.0,43.0,(1-1),(2-0),21,Unranked
"Week 2, 2019",army,michigan,0.0,0.0,(1-1),(2-0),Unranked,7
"Week 2, 2019",cincinnati,ohio state,-42.0,42.0,(1-1),(2-0),Unranked,5
"Week 2, 2019",fcs_team,nc state,-41.0,41.0,(0-2),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,utah,-18.0,18.0,(1-1),(2-0),Unranked,13
"Week 2, 2019",south florida,georgia tech,-4.0,4.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,ball state,-28.0,28.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-31.0,31.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-23.0,23.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",nebraska,colorado,-3.0,3.0,(1-1),(2-0),25,Unranked
"Week 2, 2019",fcs_team,massachusetts,25.0,-25.0,(1-1),(0-2),Unranked,Unranked
"Week 2, 2019",central michigan,wisconsin,-61.0,61.0,(1-1),(2-0),Unranked,17
"Week 2, 2019",fcs_team,louisiana tech,-6.0,6.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,indiana,-52.0,52.0,(0-2),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,boston college,-32.0,32.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",charlotte,fcs_team,-15.0,15.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",texas a&m,clemson,-14.0,14.0,(1-1),(2-0),12,1
"Week 2, 2019",illinois,connecticut,8.0,-8.0,(2-0),(1-1),Unranked,Unranked
"Week 2, 2019",utsa,baylor,-49.0,49.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-25.0,25.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",new mexico state,alabama,-52.0,52.0,(0-2),(2-0),Unranked,2
"Week 2, 2019",fcs_team,georgia,-46.0,46.0,(1-1),(2-0),Unranked,3
"Week 2, 2019",san diego state,ucla,9.0,-9.0,(2-0),(0-2),Unranked,Unranked
"Week 2, 2019",fcs_team,washington state,-42.0,42.0,(0-2),(2-0),Unranked,22
"Week 2, 2019",fcs_team,fcs_team,-1.0,1.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,duke,-32.0,32.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,georgia southern,-8.0,8.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,east carolina,-39.0,39.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,oklahoma state,-42.0,42.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",north texas,smu,-22.0,22.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,oklahoma,-56.0,56.0,(0-2),(2-0),Unranked,4
"Week 2, 2019",wyoming,texas state,9.0,-9.0,(2-0),(0-2),Unranked,Unranked
"Week 2, 2019",fcs_team,south alabama,-23.0,23.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-19.0,19.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,georgia state,-6.0,6.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",western kentucky,fiu,6.0,-6.0,(1-1),(0-2),Unranked,Unranked
"Week 2, 2019",fcs_team,louisville,-42.0,42.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",ucf,fau,34.0,-34.0,(2-0),(0-2),18,Unranked
"Week 2, 2019",brigham young,tennessee,0.0,0.0,(1-1),(0-2),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,5.0,-5.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",arkansas,ole miss,-14.0,14.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",lsu,texas,7.0,-7.0,(2-0),(1-1),6,9
"Week 2, 2019",fcs_team,utah state,-55.0,55.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-21.0,21.0,(0-2),(1-1),Unranked,Unranked
"Week 2, 2019",nevada,oregon,-71.0,71.0,(1-1),(1-1),Unranked,16
"Week 2, 2019",eastern michigan,kentucky,-21.0,21.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",tulane,auburn,-18.0,18.0,(1-1),(2-0),Unranked,10
"Week 2, 2019",fcs_team,florida,-45.0,45.0,(1-1),(2-0),Unranked,11
"Week 2, 2019",western michigan,fcs_team,-34.0,34.0,(1-1),(2-0),Unranked,19
"Week 2, 2019",buffalo,penn state,-32.0,32.0,(1-1),(2-0),Unranked,15
"Week 2, 2019",fcs_team,houston,-20.0,20.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",utep,texas tech,-35.0,35.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",fcs_team,north carolina,-3.0,3.0,(0-2),(2-0),Unranked,Unranked
"Week 2, 2019",tulsa,san jose state,18.0,-18.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",arkansas state,unlv,26.0,-26.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",california,washington,1.0,-1.0,(2-0),(1-1),Unranked,14
"Week 2, 2019",minnesota,fresno state,0.0,0.0,(2-0),(0-2),Unranked,Unranked
"Week 2, 2019",stanford,usc,-25.0,25.0,(1-1),(2-0),23,Unranked
"Week 2, 2019",fcs_team,arizona,-24.0,24.0,(1-1),(1-1),Unranked,Unranked
"Week 2, 2019",fcs_team,fcs_team,-35.0,35.0,(1-1),(2-0),Unranked,Unranked
"Week 2, 2019",wake forest,rice,20.0,-20.0,(2-0),(0-2),Unranked,Unranked
"Week 2, 2019",marshall,boise state,-7.0,7.0,(1-1),(2-0),Unranked,24
"Week 2, 2019",fcs_team,arizona state,-12.0,12.0,(1-1),(2-0),Unranked,Unranked
"Week 3, 2019",fcs_team,virginia tech,-7.0,7.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,cincinnati,-22.0,22.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",eastern michigan,illinois,3.0,-3.0,(2-1),(2-1),Unranked,Unranked
"Week 3, 2019",kansas state,fcs_team,7.0,-7.0,(3-0),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,tennessee,-45.0,45.0,(1-2),(1-2),Unranked,Unranked
"Week 3, 2019",nc state,west virginia,-17.0,17.0,(2-1),(2-1),Unranked,Unranked
"Week 3, 2019",arkansas state,georgia,-55.0,55.0,(1-2),(3-0),Unranked,3
"Week 3, 2019",ohio state,indiana,41.0,-41.0,(3-0),(2-1),6,Unranked
"Week 3, 2019",pittsburgh,penn state,-7.0,7.0,(1-2),(3-0),Unranked,13
"Week 3, 2019",maryland,temple,-3.0,3.0,(2-1),(2-0),21,Unranked
"Week 3, 2019",fcs_team,georgia tech,3.0,-3.0,(1-2),(1-2),Unranked,Unranked
"Week 3, 2019",air force,colorado,7.0,-7.0,(2-0),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,fcs_team,-39.0,39.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",fau,ball state,10.0,-10.0,(1-2),(1-2),Unranked,Unranked
"Week 3, 2019",new mexico,notre dame,-52.0,52.0,(1-1),(2-0),Unranked,7
"Week 3, 2019",akron,central michigan,-21.0,21.0,(0-3),(2-1),Unranked,Unranked
"Week 3, 2019",oklahoma state,tulsa,19.0,-19.0,(3-0),(1-2),Unranked,Unranked
"Week 3, 2019",east carolina,navy,-32.0,32.0,(1-2),(2-0),Unranked,Unranked
"Week 3, 2019",usc,brigham young,-3.0,3.0,(2-1),(2-1),24,Unranked
"Week 3, 2019",memphis,south alabama,36.0,-36.0,(3-0),(1-2),Unranked,Unranked
"Week 3, 2019",army,fcs_team,18.0,-18.0,(2-1),(1-2),Unranked,Unranked
"Week 3, 2019",unlv,northwestern,-16.0,16.0,(1-2),(1-1),Unranked,Unranked
"Week 3, 2019",stanford,ucf,-18.0,18.0,(1-2),(3-0),Unranked,17
"Week 3, 2019",alabama,south carolina,24.0,-24.0,(3-0),(1-2),2,Unranked
"Week 3, 2019",georgia southern,minnesota,-3.0,3.0,(1-2),(3-0),Unranked,Unranked
"Week 3, 2019",fcs_team,ole miss,-11.0,11.0,(1-1),(2-1),Unranked,Unranked
"Week 3, 2019",louisville,western kentucky,17.0,-17.0,(2-1),(1-2),Unranked,Unranked
"Week 3, 2019",iowa,iowa state,1.0,-1.0,(3-0),(1-1),19,Unranked
"Week 3, 2019",arizona state,michigan state,3.0,-3.0,(3-0),(2-1),Unranked,18
"Week 3, 2019",colorado state,arkansas,-21.0,21.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,miami (fla.),-63.0,63.0,(1-1),(1-2),Unranked,Unranked
"Week 3, 2019",fcs_team,oregon state,-38.0,38.0,(1-2),(1-2),Unranked,Unranked
"Week 3, 2019",north texas,california,-6.0,6.0,(1-2),(3-0),Unranked,Unranked
"Week 3, 2019",fcs_team,utah,-31.0,31.0,(1-1),(3-0),Unranked,11
"Week 3, 2019",idaho,wyoming,-5.0,5.0,(1-2),(3-0),Unranked,Unranked
"Week 3, 2019",louisiana tech,bowling green,28.0,-28.0,(2-1),(1-2),Unranked,Unranked
"Week 3, 2019",southern miss,troy,5.0,-5.0,(2-1),(1-1),Unranked,Unranked
"Week 3, 2019",fcs_team,south florida,-39.0,39.0,(2-1),(1-2),Unranked,Unranked
"Week 3, 2019",buffalo,fcs_team,-18.0,18.0,(1-2),(1-2),Unranked,Unranked
"Week 3, 2019",massachusetts,charlotte,-35.0,35.0,(0-3),(2-1),Unranked,Unranked
"Week 3, 2019",ohio,marshall,-2.0,2.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",texas state,smu,-30.0,30.0,(0-3),(3-0),Unranked,Unranked
"Week 3, 2019",duke,fcs_team,23.0,-23.0,(2-1),(1-2),Unranked,Unranked
"Week 3, 2019",fcs_team,nevada,-6.0,6.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",kent state,auburn,-39.0,39.0,(1-2),(3-0),Unranked,8
"Week 3, 2019",fcs_team,texas a&m,-59.0,59.0,(2-1),(2-1),Unranked,16
"Week 3, 2019",fcs_team,western michigan,-47.0,47.0,(2-1),(2-1),Unranked,Unranked
"Week 3, 2019",florida,kentucky,8.0,-8.0,(3-0),(2-1),9,Unranked
"Week 3, 2019",fcs_team,fiu,-13.0,13.0,(0-2),(1-2),Unranked,Unranked
"Week 3, 2019",fcs_team,toledo,-45.0,45.0,(1-2),(1-1),Unranked,Unranked
"Week 3, 2019",fcs_team,fcs_team,-71.0,71.0,(0-3),(2-1),Unranked,Unranked
"Week 3, 2019",hawaii,washington,-32.0,32.0,(2-1),(2-1),Unranked,23
"Week 3, 2019",fcs_team,lsu,-51.0,51.0,(0-3),(3-0),Unranked,4
"Week 3, 2019",fcs_team,fcs_team,-50.0,50.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",florida state,virginia,-7.0,7.0,(1-2),(3-0),Unranked,25
"Week 3, 2019",tcu,purdue,21.0,-21.0,(2-0),(1-2),Unranked,Unranked
"Week 3, 2019",clemson,syracuse,35.0,-35.0,(3-0),(1-2),1,Unranked
"Week 3, 2019",san diego state,new mexico state,21.0,-21.0,(3-0),(0-3),Unranked,Unranked
"Week 3, 2019",oklahoma,ucla,34.0,-34.0,(3-0),(0-3),5,Unranked
"Week 3, 2019",fcs_team,tulane,-52.0,52.0,(0-2),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,nebraska,-36.0,36.0,(1-2),(2-1),Unranked,Unranked
"Week 3, 2019",texas,rice,35.0,-35.0,(2-1),(0-3),12,Unranked
"Week 3, 2019",fcs_team,boise state,-35.0,35.0,(1-2),(3-0),Unranked,22
"Week 3, 2019",texas tech,arizona,-14.0,14.0,(2-1),(2-1),Unranked,Unranked
"Week 3, 2019",fcs_team,oregon,-32.0,32.0,(2-1),(2-1),Unranked,15
"Week 3, 2019",north carolina,wake forest,-6.0,6.0,(2-1),(3-0),Unranked,Unranked
"Week 3, 2019",kansas,boston college,24.0,-24.0,(2-1),(2-1),Unranked,Unranked
"Week 3, 2019",washington state,houston,7.0,-7.0,(3-0),(1-2),20,Unranked
"Week 4, 2019",fcs_team,hawaii,-19.0,19.0,(3-1),(3-1),Unranked,Unranked
"Week 4, 2019",michigan state,northwestern,21.0,-21.0,(3-1),(1-2),Unranked,Unranked
"Week 4, 2019",fcs_team,fcs_team,-52.0,52.0,(1-2),(2-1),Unranked,Unranked
"Week 4, 2019",california,ole miss,8.0,-8.0,(4-0),(2-2),23,Unranked
"Week 4, 2019",michigan,wisconsin,-21.0,21.0,(2-1),(3-0),11,13
"Week 4, 2019",fcs_team,army,-31.0,31.0,(0-3),(3-1),Unranked,Unranked
"Week 4, 2019",southern miss,alabama,-42.0,42.0,(2-2),(4-0),Unranked,2
"Week 4, 2019",lsu,vanderbilt,28.0,-28.0,(4-0),(0-3),4,Unranked
